name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Vancouver Folk Festival 2025,https://www.musicfestivalwizard.com/festivals/vancouver-folk-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/05/Vancouver_Folk_Festival_Logo.jpg,2025-07-18,2025-07-20,"'The Vancouver Folk Music Festival is a Canadian cultural institution. It is a unique community-based celebration internationally renowned for presenting the finest traditional and contemporary folk and roots music from around the world...Two and even three generations of families join friends and fellow community members to experience the music and culture of more than 40 international, national, and local acts.'","'Le Vancouver folk music Le festival est une institution culturelle canadienne. Il s'agit d'une célébration communautaire unique de renommée internationale pour avoir présenté The la plus belle traditionnelle et Folk contemporain et Racots Music de autour de le monde ... deux membres de la communauté des membres de la communauté pour expérimenter la musique et et Culture de plus de 40 actes locaux internationaux, nationaux, et. '",Jericho Beach Park,Vancouver,British Columbia,6,BC
Winter Park Jazz Festival 2025,https://www.musicfestivalwizard.com/festivals/winter-park-jazz-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/01/Winter-Park-Jazz-Festival-HP.jpg,2025-07-19,2025-07-20,Calling all jazz music lovers. The 40+ year old Winter Park Jazz Festival is a wonderful excuse to head deep into the Rockies of Colorado for a weekend of beautiful music and mountains.,Appel Tous les mélomanes de jazz. Le 40+ ans hiver Park Jazz Le festival est une merveilleuse excuse pour se diriger profondément dans les rochers les du Colorado pour un week-end de belles musiques et.,Rendezvous Event Center,Winter Park,Colorado,6,CO
Zwarte Cross 2025,https://www.musicfestivalwizard.com/festivals/zwarte-cross-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Vito-Valentinetti-Copenhell-2018-46.jpg,2025-07-17,2025-07-20,"The Black Cross is a festival with a bizarre mix of motocross, music, stunts, theater, humor and a lot of craziness and spectacle in Lichtenvoorde, Holland.","The Black Cross est un festival avec un mélange bizarre de motocross, de musique, de cascades, de théâtre, d'humour et beaucoup de folie et spectacle à Lichtenvoorde, Holland.",The Achterhoek,Lichtenvoorde,Netherlands,6,NL
Terminal V Croatia 2025,https://www.musicfestivalwizard.com/festivals/terminal-v-croatia-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/10/Defected-Croatia-2017-16.jpg,2025-07-17,2025-07-21,Terminal V is taking a summer holiday outdoors to the sunny beaches of Croatia.,Terminal v prend des vacances d'été à l'extérieur à les plages ensoleillées de Croatie.,The Garden,Tisno,Croatia,6,HR
Boom Festival 2025,https://www.musicfestivalwizard.com/festivals/boom-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/08/Boom_Logo.jpg,2025-07-17,2025-07-24,"The closest experience that Europe has to the American Burning Man, this psychedelic festival in Portugal fosters a rabid fan base. With a venue perched on a lush meadowside lake, Boom is a biennial festival which means diehards have two years to feed their stoke.","L'expérience la plus proche que Europe a à l'homme brûlant américain, ce festival psychédélique au Portugal favorise une base de fans enragée. Avec un lieu perché sur un lac de Meadowside luxuriant, Boom est un festival biennal qui signifie que les purs et durs ont deux ans pour nourrir leur Stoke.",Idanha-A-Nova,Idanha-A-Nova,Portugal,6,PT
Midsummer Vilnius 2025,https://www.musicfestivalwizard.com/festivals/midsummer-vilnius-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/04/Midsummer-Vilnius-Hero-Pic-Editorial.jpg,2025-07-14,2025-07-25,"Since 2016,  this festival has been growing in size and creativity. This festival is unique because it brings the central Courtyard of the Palace of the Grand Dukes to life every year in midsummer and has established itself in the cultural life of the capital.","Depuis 2016, ce festival est devenu en taille et créativité. Le festival ce est unique car il apporte la cour centrale de le palais de le Grand Dukes à la vie chaque année dans le milieu de l'été et s'est établi dans la capitale la le Capital.",Courtyard of the Palace of the Grand Dukes,Vilnius,Lithuania,6,LT
ARTMania 2025,https://www.musicfestivalwizard.com/festivals/artmania-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Artmania-Hero.jpg,2025-07-25,2025-07-26,"ARTMania is a major rock event in Transylvania, the event showcases a unique combination of quality music & cultural events, held in the spectacular city center of Sibiu.","Artmania est un événement rock majeur en Transylvania, The L'événement présente une combinaison unique de musique de qualité et d'événements culturels, tenue dans The Centre ville spectaculaire de Sibiu.",Sibiu,Sibiu,Romania,6,RO
B.my.Lake 2025,https://www.musicfestivalwizard.com/festivals/b-my-lake-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/BMyLake-2025-Lineup-Poster.jpg,2025-07-24,2025-07-26,"Hungary may be a land-locked country, but you wouldn't know it once you've stepped onto the shores of Balaton Lake. The summertime party reaches its climax with the annual B.my.Lake Festival which brings four days of wall to wall electronic music to the tranquil waters.","La Hongrie est peut-être un pays verrouillé, mais vous ne le sauriez pas une fois que vous êtes entré sur les rives de Balaton Lake. Le Summertime Party atteint son apogée avec le Festival annuel B.My. Lake qui apporte quatre jours de musique mur à mur à les eaux tranquilles.",Északi Strand,Velence,Hungary,6,HU
Blue Reef Festival 2025,https://www.musicfestivalwizard.com/festivals/blue-reef-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/12/Blue-Reef-Festival-Featured-Image.jpg,2025-07-25,2025-07-26,"The Blue Reef Festival brings an eclectic line up across five unique stages. The 2-day family-friendly festival will feature chart-topping bands alongside up and coming acts, food, drinks and lots of culture.","Le bleu reef Festival apporte une ligne éclectique sur cinq étapes uniques. Le festival familial 2 jours comportera des bandes à sommet des graphiques aux côtés et actes à venir, à la nourriture, aux boissons et beaucoup de culture.",Loddington Farm,Kent,United Kingdom,6,UK
Brewsology Beer Fest LA 2025,https://www.musicfestivalwizard.com/festivals/brewsology-beer-fest-la-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/06/Brewsology-Beer-Fest-Featured-Image.jpg,2025-07-26,2025-07-26,"'The Brewsology Beer Fest is the boozy hybrid of your middle school museum field trip. Taking over the California Science Center after hours, the event will feature dozens of local craft breweries and cideries and will give attendees access throughout the museum including exhibits, science demonstrations and access to brewery reps.'","'The Brewsology bière fest est le hybride articulié de votre excursion sur le terrain du musée du collège. Prendre le relais The California Science Center après les heures, l'événement comportera des dizaines de brasseries artisanales locales et cideries et accéder aux participants tout au long de l'accès le, y compris des expositions, des manifestations scientifiques et accès aux mélodies du brasseur.",California Science Center,Los Angeles,California,6,CA
Depot In The Castle 2025,https://www.musicfestivalwizard.com/festivals/depot-in-the-castle-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Depot-in-the-Castle-2025-Lineup-Poster.jpg,2025-07-26,2025-07-26,"Get ready for an unforgettable experience with world-renowned headliners, engaging activities, mouth-watering street food, and a wide variety of refreshing drinks.","Préparez-vous pour une expérience inoubliable avec les têtes d'affiche de renommée mondiale, les activités engageantes, la nourriture de rue alléchante, et une grande variété de boissons rafraîchissantes.",Cardiff Castle,Cardiff,Wales,7,WL
Flood City Festival 2025,https://www.musicfestivalwizard.com/festivals/flood-city-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/10/Flood_City_Logo.jpg,2025-07-25,2025-07-26,"The AmeriServ Flood City Music Festival is a two-day celebration of American roots music attracting thousands of enthusiastic music fans to Johnstown, Pennsylvania every summer. The festival is typically held the first weekend in August.","The Ameriserv Flood City Music Le festival est une célébration de deux jours de la musique de racines américaines attirant des milliers de fans de musique enthousiaste à Johnstown, Pennsylvanie chaque été. Le festival a généralement lieu le premier week-end d'août.",Peoples Natural Gas Park,Johnstown,Pennsylvania,7,PA
Gambler’s Run Music Festival 2025,https://www.musicfestivalwizard.com/festivals/gamblers-run-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Gamblers-Run-Logo.jpg,2025-07-24,2025-07-26,"Gambler's Run Music Festival will feature 3 days of music, mountains, gambling and more. Situated in North Lake Tahoe, the Crystal Bay Casino is a staple in Live Entertainment venues.","Le festival run musique comportera 3 jours de musique, de montagnes, de jeu et plus. Situé dans North Lake Tahoe, The Crystal Bay Casino est un incontournable dans les lieux de divertissement en direct.",Crystal Bay Casino,Crystal Bay,Nevada,7,NV
Headwaters Country Jam 2025,https://www.musicfestivalwizard.com/festivals/headwaters-country-jam-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Headwaters-Hero.png,2025-07-24,2025-07-26,"Headwaters is a three-day country music festival featuring 20+ bands on two stages, surrounded by Montana’s awe-inspiring landscape.","Headwaters est un festival de musique country de trois jours avec plus de 20 groupes sur deux étapes, entourés du paysage impressionnant du Montana.",The Bridge,Three Forks,Montana,7,MT
Lazydays Festival 2025,https://www.musicfestivalwizard.com/festivals/lazydays-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Lazydays-2025-Lineup-Poster-2.jpg,2025-07-25,2025-07-26,,,Priory Park,Southend-on-Sea,United Kingdom,7,UK
Milkshake Festival Amsterdam 2025,https://www.musicfestivalwizard.com/festivals/milkshake-festival-amsterdam-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/10/Milkshake-Logo.jpg,2025-07-26,2025-07-26,"It's all about love and respect at the annual Milkshake Festival in Amsterdam. The dance heavy rave utopia states that 'life is just a party thanks to the great diversity of skin colors, religions, sexual preferences and male and female forms.'","Tout est question d'amour et respect au le Festival annuel milkshake dans Amsterdam. Le Dance Urtopie Rave lourde déclare que «la vie n'est qu'une partie grâce à le grande diversité des couleurs de la peau, des religions, des préférences sexuelles et mâle et Formes féminines.",Westerpark,Amsterdam,Netherlands,7,NL
Monegros Desert Festival 2025,https://www.musicfestivalwizard.com/festivals/monegros-desert-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/09/Monegros-Desert-Festival-Hero-Picture.jpg,2025-07-26,2025-07-26,"'The biggest electronic music festival, the biggest rave in Spain. A lot of terms are used in an attempt to describe this festival, however it is literally impossible to put in plain words if you have not had the chance to attend it.'","'Le le plus grand festival de musique électronique, la plus grande rave de la plus grande rave d'Espagne. Beaucoup de termes sont utilisés pour tenter de décrire ce festival, mais il est littéralement impossible de mettre des mots clairs si vous n'avez pas eu la qui y assisterait.",Monegros Desert,Fraga,Spain,7,ES
Night in the Country Nevada 2025,https://www.musicfestivalwizard.com/festivals/night-in-the-country-nevada-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/01/Night-in-the-Country-Hero.jpg,2025-07-24,2025-07-26,"Away from the big city lights, Night in the Country experience transforms the quiet farming town of Yerington, Nevada into one of the largest camping parties in the world.","Loin The Big City Lights, Night dans the country L'expérience transforme le la plus grande ville agricole de Yerington, Nevada en un du monde.",Yerlington Festival Grounds,Yerington,Nevada,7,NV
Petaluma Music Festival 2025,https://www.musicfestivalwizard.com/festivals/petaluma-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/01/Petaluma-Logo.jpg,2025-07-26,2025-07-26,Keeping music in the schools. This festival donates it's proceeds to all Petaluma public schools.,Garder la musique dans les écoles les. This Festival fait don de son produit à toutes les écoles publiques Petaluma.,Sonoma-Marin Fairgrounds,Petaluma,California,7,CA
Post. Festival 2025,https://www.musicfestivalwizard.com/festivals/post-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Post-Festival-Logo.jpg,2025-07-24,2025-07-26,"Post. Festival is set on establishing the finest assemblage of niche rock artists to take place on American soil. Following the examples set by like-minded European events, the Post. Festival is as much about community and respect and support as it is about music and culture. It is a celebration both for fans and artists, an opportunity to come together and revel in a scene.","Poste. Le festival est prêt à établir le le meilleur assemblage d'artistes de rock de niche qui se déroule sur le sol américain. Suivant les exemples définis par des événements européens partageant les mêmes idées, le post. Le festival concerne autant la communauté et respect et Support que la culture de la musique et. C'est une célébration à la fois pour les artistes des fans et, une occasion de se réunir et se délecte d'une scène.",HI-FI Indy & HI-FI Annex,Indianapolis,Indiana,7,IN
